booking_id,travel_date,booking_date,lead_time_days,nights_of_stay,ship_name,company,route_type,suite_type,booking_source,package,guest_country,total_cabins,booked_cabins,cycle_occupancy_percentage,passengers_on_booking,total_crew,total_reservation_income_usd,average_daily_guest_spending_usd,satisfaction_score,total_guest_spending_usd,price_category
70834,2021-10-10,2021-06-29,103,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,USA,1643,1,98.1,3,1388,4654.02,161.62,4.4,3394.0200000000004,High
70835,2021-10-10,2021-07-04,98,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Web,Full Board + EXC,Spain,1643,1,98.1,1,1388,2354.31,156.33,4.4,1094.3100000000002,Low
70836,2021-10-10,2021-08-12,59,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive + EXC,Germany,1643,1,98.1,2,1388,3198.16,138.44,4.4,1938.1599999999999,Medium
70837,2021-10-10,2021-07-22,80,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board,Canada,1643,1,98.1,1,1388,2197.93,133.99,4.5,937.9300000000001,Low
70838,2021-10-10,2021-08-13,58,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,Full Board,UK,1643,1,98.1,2,1388,3220.56,140.04,4.4,1960.56,Medium
70839,2021-10-10,2021-08-08,63,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive + EXC,USA,1643,2,98.1,4,1388,6500.2,142.15,4.6,3980.2000000000003,High
70840,2021-10-10,2021-08-28,43,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,Germany,1643,2,98.1,2,1388,4489.52,140.68,4.6,1969.52,High
70841,2021-10-10,2021-05-28,135,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,UK,1643,1,98.1,2,1388,3114.72,132.48,4.5,1854.7199999999998,Medium
70842,2021-10-10,2021-07-09,93,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board + EXC,Germany,1643,1,98.1,2,1388,3289.02,144.93,4.5,2029.02,Medium
70843,2021-10-10,2021-07-29,73,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board,USA,1643,1,98.1,2,1388,3170.58,136.47,4.3,1910.58,Medium
70844,2021-10-10,2021-07-02,100,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,USA,1643,1,98.1,1,1388,2199.33,134.19,4.5,939.3299999999999,Low
70845,2021-10-10,2021-09-18,22,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,USA,1643,2,98.1,4,1388,6451.2,140.4,4.4,3931.2000000000003,High
70846,2021-10-10,2021-09-05,35,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board,Germany,1250,1,88.8,2,1458,1764.3,204.05,4.7,1224.3000000000002,Low
70847,2021-10-10,2021-07-21,81,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,All Inclusive + EXC,Spain,1250,1,88.8,2,1458,1771.32,205.22,4.9,1231.32,Low
70848,2021-10-10,2021-05-24,139,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board,Spain,1250,1,88.8,2,1458,1740.72,200.12,5.0,1200.72,Low
70849,2021-10-10,2021-08-14,57,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Direct,Full Board,Germany,1250,1,88.8,2,1458,1594.62,175.77,4.9,1054.6200000000001,Low
70850,2021-10-10,2021-07-14,88,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,Full Board,Canada,1250,1,88.8,1,1458,1189.65,216.55,4.8,649.6500000000001,Low
70851,2021-10-10,2021-08-26,45,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,Germany,1250,1,88.8,1,1458,1146.63,202.21,5.0,606.63,Low
70852,2021-10-10,2021-07-30,72,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board + EXC,Spain,1250,1,88.8,2,1458,1677.6,189.6,4.9,1137.6,Low
70853,2021-10-10,2021-08-14,57,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,Spain,1250,1,88.8,1,1458,1158.33,206.11,5.0,618.33,Low
70854,2021-10-10,2021-06-25,107,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,All Inclusive + EXC,Canada,1250,1,88.8,2,1458,1809.66,211.61,5.0,1269.66,Low
70855,2021-10-10,2021-07-28,74,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Direct,All Inclusive,USA,1250,1,88.8,2,1458,1813.92,212.32,4.9,1273.92,Low
70856,2021-10-10,2021-08-09,62,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board,Spain,1250,1,88.8,2,1458,1919.28,229.88,4.9,1379.28,Low
70857,2021-10-10,2021-07-07,95,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board + EXC,Italy,1250,1,88.8,1,1458,1165.98,208.66,5.0,625.98,Low
70858,2021-10-10,2021-07-01,101,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,USA,1250,1,88.8,1,1458,1146.54,202.18,5.0,606.54,Low
70859,2021-10-10,2021-07-06,96,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive + EXC,USA,1250,1,88.8,1,1458,1163.55,207.85,4.9,623.55,Low
70860,2021-10-10,2021-06-07,125,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,Mexico,1250,1,88.8,1,1458,1161.78,207.26,5.0,621.78,Low
70861,2021-10-10,2021-06-18,114,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,Full Board + EXC,Spain,2612,1,95.64,2,1688,2810.88,144.24,4.6,1730.88,Medium
70862,2021-10-10,2021-06-18,114,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,Full Board + EXC,UK,2612,2,95.64,2,1688,3986.4,152.2,4.0,1826.3999999999999,Medium
70863,2021-10-10,2021-06-19,113,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board,Germany,2612,1,95.64,2,1688,2804.28,143.69,4.1,1724.28,Medium
70864,2021-10-10,2021-06-26,106,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board,UK,2612,1,95.64,1,1688,1966.74,147.79,4.2,886.74,Low
70865,2021-10-10,2021-07-29,73,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,Full Board,Germany,2612,1,95.64,1,1688,2040.24,160.04,4.4,960.24,Low
70866,2021-10-10,2021-07-19,83,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive,USA,2612,2,95.64,2,1688,3798.0,136.5,4.1,1638.0,Medium
70867,2021-10-10,2021-08-26,45,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive,Spain,2612,1,95.64,2,1688,2696.4,134.7,4.3,1616.3999999999999,Medium
70868,2021-10-10,2021-07-05,97,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Direct,Full Board + EXC,Germany,2612,1,95.64,1,1688,1963.74,147.29,4.1,883.74,Low
70869,2021-10-10,2021-08-05,66,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive,Spain,2612,1,95.64,2,1688,2711.04,135.92,4.5,1631.04,Medium
70870,2021-10-10,2021-07-26,76,6,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,Direct,Full Board + EXC,USA,2612,1,95.64,1,1688,1863.18,130.53,4.1,783.1800000000001,Low
70871,2021-10-10,2021-05-26,137,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Direct,Full Board,Germany,2612,1,95.64,2,1688,2785.8,142.15,4.2,1705.8000000000002,Medium
70872,2021-10-10,2021-07-03,99,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive,USA,2612,1,95.64,2,1688,2769.12,140.76,4.3,1689.12,Medium
70873,2021-10-10,2021-07-21,81,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive + EXC,Germany,2612,1,95.64,1,1688,1879.02,133.17,4.2,799.02,Low
70874,2021-10-10,2021-08-16,55,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,USA,2612,2,95.64,2,1688,3855.12,141.26,4.3,1695.12,Medium
70875,2021-10-10,2021-08-05,66,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive,UK,2612,2,95.64,2,1688,3872.64,142.72,4.2,1712.6399999999999,Medium
70876,2021-10-10,2021-08-01,70,10,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,All Inclusive,UK,1646,1,98.63,2,1416,5288.6,174.43,4.5,3488.6000000000004,High
70877,2021-10-10,2021-08-29,42,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board + EXC,USA,1646,1,98.63,2,1416,5454.2,182.71,4.9,3654.2000000000003,High
70878,2021-10-10,2021-07-31,71,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board + EXC,Spain,1646,1,98.63,1,1416,3662.0,186.2,4.4,1862.0,Medium
70879,2021-10-10,2021-08-09,62,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,France,1646,1,98.63,1,1416,3584.5,178.45,4.9,1784.5,Medium
70880,2021-10-10,2021-07-14,88,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive,USA,1646,1,98.63,1,1416,3558.0,175.8,4.7,1758.0,Medium
70881,2021-10-10,2021-08-27,44,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive + EXC,UK,1646,1,98.63,2,1416,5447.4,182.37,4.6,3647.4,High
70882,2021-10-10,2021-07-20,82,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board + EXC,Spain,1646,2,98.63,4,1416,10872.0,181.8,4.7,7272.0,High
70883,2021-10-10,2021-07-01,101,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,Full Board + EXC,Spain,1646,1,98.63,1,1416,3389.7,158.97,4.8,1589.7,Medium
70884,2021-10-10,2021-06-21,111,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,UK,1646,1,98.63,1,1416,3651.0,185.1,4.8,1851.0,Medium
70885,2021-10-10,2021-07-18,84,10,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Web,Full Board,USA,1646,1,98.63,2,1416,5132.8,166.64,4.5,3332.7999999999997,High
70886,2021-10-10,2021-07-22,80,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,USA,1646,1,98.63,2,1416,5351.4,177.57,4.8,3551.3999999999996,High
70887,2021-10-10,2021-09-01,39,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,Spain,1646,1,98.63,1,1416,3528.0,172.8,4.9,1728.0,Medium
70888,2021-10-10,2021-05-09,154,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,UK,1646,1,98.63,1,1416,3660.3,186.03,4.9,1860.3,Medium
70889,2021-10-10,2021-07-30,72,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,USA,1646,1,98.63,2,1416,5667.0,193.35,4.8,3867.0,High
70890,2021-10-10,2021-07-18,84,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,UK,1646,2,98.63,2,1416,7142.2,177.11,4.8,3542.2000000000003,High
70891,2021-10-10,2021-08-03,68,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,Germany,1347,1,90.47,2,1253,7747.74,207.99,4.7,5407.74,High
70892,2021-10-10,2021-09-06,34,13,Queen Mary 2,Cunard Line,Transatlantic,Suite,B2B,Full Board + EXC,USA,1347,1,90.47,1,1253,5246.41,223.57,4.8,2906.41,High
70893,2021-10-10,2021-07-11,91,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive,USA,1347,1,90.47,2,1253,8329.36,230.36,4.6,5989.360000000001,High
70894,2021-10-10,2021-08-03,68,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,All Inclusive + EXC,France,1347,1,90.47,1,1253,5206.24,220.48,4.8,2866.24,High
70895,2021-10-10,2021-05-15,148,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Web,All Inclusive,USA,1347,2,90.47,4,1253,14404.52,187.01,4.6,9724.52,High
70896,2021-10-10,2021-08-27,44,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive,USA,1347,1,90.47,1,1253,5185.57,218.89,4.7,2845.5699999999997,High
70897,2021-10-10,2021-05-23,140,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board + EXC,UK,1347,1,90.47,2,1253,7865.0,212.5,4.9,5525.0,High
70898,2021-10-10,2021-07-27,75,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Web,All Inclusive + EXC,Spain,1347,1,90.47,2,1253,7706.4,206.4,4.8,5366.400000000001,High
70899,2021-10-10,2021-06-02,130,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,Full Board + EXC,Spain,1347,1,90.47,1,1253,5240.43,223.11,4.9,2900.4300000000003,High
70900,2021-10-10,2021-07-16,86,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,All Inclusive,Germany,1347,1,90.47,1,1253,5183.88,218.76,4.8,2843.88,High
70901,2021-10-10,2021-06-27,105,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board + EXC,Mexico,1347,1,90.47,2,1253,7955.22,215.97,5.0,5615.22,High
70902,2021-10-10,2021-07-22,80,13,Queen Mary 2,Cunard Line,Transatlantic,Suite,Web,Full Board + EXC,USA,1347,1,90.47,2,1253,8344.96,230.96,4.9,6004.96,High
70903,2021-10-10,2021-06-18,114,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,All Inclusive,France,1347,1,90.47,2,1253,8331.18,230.43,4.9,5991.18,High
70904,2021-10-10,2021-08-17,54,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive + EXC,USA,1347,1,90.47,1,1253,5374.07,233.39,5.0,3034.0699999999997,High
70905,2021-10-10,2021-08-05,66,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,All Inclusive + EXC,Italy,1347,2,90.47,2,1253,10551.84,225.84,4.6,5871.84,High
70906,2021-10-10,2021-06-01,131,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive,Spain,2732,1,97.18,2,1500,3157.42,135.53,4.6,1897.42,Medium
70907,2021-10-10,2021-08-29,42,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Direct,Full Board + EXC,Mexico,2732,1,97.18,2,1500,3226.44,140.46,4.3,1966.44,Medium
70908,2021-10-10,2021-07-19,83,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive + EXC,Italy,2732,1,97.18,1,1500,2178.19,131.17,4.0,918.1899999999999,Low
70909,2021-10-10,2021-04-28,165,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board + EXC,Mexico,2732,2,97.18,2,1500,4297.44,126.96,4.2,1777.4399999999998,High
70910,2021-10-10,2021-06-13,119,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive,USA,2732,2,97.18,2,1500,4343.64,130.26,4.3,1823.6399999999999,High
70911,2021-10-10,2021-09-02,38,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,Germany,2732,1,97.18,1,1500,2156.0,128.0,4.4,896.0,Low
70912,2021-10-10,2021-07-30,72,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,Full Board + EXC,Mexico,2732,1,97.18,2,1500,3194.94,138.21,4.3,1934.94,Medium
70913,2021-10-10,2021-04-26,167,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive + EXC,USA,2732,1,97.18,2,1500,3113.88,132.42,4.3,1853.8799999999999,Medium
70914,2021-10-10,2021-06-17,115,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,Spain,2732,1,97.18,2,1500,3158.54,135.61,4.3,1898.5400000000002,Medium
70915,2021-10-10,2021-08-20,51,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,UK,2732,1,97.18,2,1500,3000.48,124.32,4.1,1740.48,Medium
70916,2021-10-10,2021-07-21,81,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,Spain,2732,1,97.18,1,1500,2215.29,136.47,4.3,955.29,Low
70917,2021-10-10,2021-08-13,58,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive,USA,2732,1,97.18,1,1500,2199.05,134.15,4.4,939.0500000000001,Low
70918,2021-10-10,2021-07-27,75,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,Mexico,2732,1,97.18,2,1500,3062.5,128.75,4.1,1802.5,Medium
70919,2021-10-10,2021-06-21,111,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board,USA,2732,1,97.18,1,1500,2156.77,128.11,4.3,896.7700000000001,Low
70920,2021-10-10,2021-07-22,80,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,USA,2732,2,97.18,2,1500,4258.24,124.16,4.1,1738.24,High
70921,2021-10-15,2021-08-05,71,8,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,Full Board,UK,2626,1,87.57,1,2138,2793.6,169.2,4.3,1353.6,Medium
70922,2021-10-15,2021-07-07,100,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,USA,2626,1,87.57,2,2138,4144.16,169.01,4.6,2704.16,High
70923,2021-10-15,2021-06-11,126,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive + EXC,Canada,2626,1,87.57,2,2138,4143.52,168.97,4.5,2703.52,High
70924,2021-10-15,2021-07-24,83,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,All Inclusive,Germany,2626,2,87.57,2,2138,5424.48,159.03,4.6,2544.48,High
70925,2021-10-15,2021-10-10,5,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,USA,2626,1,87.57,1,2138,2776.56,167.07,4.4,1336.56,Medium
70926,2021-10-15,2021-08-30,46,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Direct,Full Board,USA,2626,1,87.57,2,2138,4360.16,182.51,4.5,2920.16,High
70927,2021-10-15,2021-06-06,131,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive,Spain,2626,2,87.57,4,2138,8100.8,163.15,4.3,5220.8,High
70928,2021-10-15,2021-08-18,58,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,B2B,Full Board + EXC,Spain,2626,1,87.57,2,2138,3990.56,159.41,4.5,2550.56,Medium
70929,2021-10-15,2021-06-21,116,8,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,All Inclusive,Canada,2626,1,87.57,1,2138,2718.96,159.87,4.7,1278.96,Medium
70930,2021-10-15,2021-07-28,79,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,All Inclusive,USA,2626,1,87.57,1,2138,2729.44,161.18,4.3,1289.44,Medium
70931,2021-10-15,2021-07-24,83,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board + EXC,Spain,2626,2,87.57,2,2138,5422.88,158.93,4.3,2542.88,High
70932,2021-10-15,2021-06-17,120,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive + EXC,USA,2626,1,87.57,2,2138,3972.64,158.29,4.5,2532.64,Medium
70933,2021-10-15,2021-07-15,92,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,Full Board,Germany,2626,1,87.57,2,2138,4193.28,172.08,4.8,2753.28,High
70934,2021-10-15,2021-08-03,73,8,MSC World Europa,MSC Cruceros,Mediterranean,Suite,Direct,Full Board,Germany,2626,1,87.57,2,2138,3992.96,159.56,4.4,2552.96,Medium
70935,2021-10-15,2021-08-24,52,8,MSC World Europa,MSC Cruceros,Mediterranean,Suite,Web,All Inclusive,Mexico,2626,1,87.57,1,2138,2803.2,170.4,4.6,1363.2,Medium
70936,2021-10-15,2021-07-22,85,7,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,Full Board + EXC,USA,2805,1,100.0,1,2350,2489.55,175.65,4.7,1229.55,Low
70937,2021-10-15,2021-06-15,122,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,Full Board,Germany,2805,1,100.0,2,2350,3895.5,188.25,4.8,2635.5,Medium
70938,2021-10-15,2021-08-02,74,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,Full Board + EXC,Germany,2805,1,100.0,3,2350,5100.48,182.88,4.6,3840.4799999999996,High
70939,2021-10-15,2021-08-11,65,7,Icon of the Seas,Royal Caribbean,Caribbean,Suite,Direct,All Inclusive,Germany,2805,1,100.0,2,2350,3994.62,195.33,5.0,2734.6200000000003,Medium
70940,2021-10-15,2021-07-21,86,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,Italy,2805,1,100.0,1,2350,2607.57,192.51,4.9,1347.57,Medium
70941,2021-10-15,2021-06-15,122,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,All Inclusive,USA,2805,1,100.0,1,2350,2639.84,197.12,4.6,1379.8400000000001,Medium
70942,2021-10-15,2021-07-12,95,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,All Inclusive,USA,2805,1,100.0,1,2350,2657.06,199.58,4.7,1397.0600000000002,Medium
70943,2021-10-15,2021-09-22,23,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,All Inclusive + EXC,USA,2805,1,100.0,3,2350,5198.97,187.57,4.9,3938.9700000000003,High
70944,2021-10-15,2021-07-20,87,7,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive,Spain,2805,1,100.0,1,2350,2640.61,197.23,5.0,1380.61,Medium
70945,2021-10-15,2021-07-31,76,7,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive,Mexico,2805,1,100.0,2,2350,3933.86,190.99,4.7,2673.86,Medium
70946,2021-10-15,2021-09-04,41,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive,USA,2805,2,100.0,2,2350,5101.04,184.36,4.7,2581.04,High
70947,2021-10-15,2021-08-16,60,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive,UK,2805,1,100.0,1,2350,2568.23,186.89,4.7,1308.23,Low
70948,2021-10-15,2021-07-11,96,7,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,All Inclusive,USA,2805,1,100.0,2,2350,4051.18,199.37,4.9,2791.1800000000003,High
70949,2021-10-15,2021-08-08,68,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,Full Board,Spain,2805,1,100.0,1,2350,2611.77,193.11,4.6,1351.77,Medium
70950,2021-10-15,2021-07-22,85,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,Full Board,USA,2805,2,100.0,4,2350,8017.24,196.33,4.7,5497.240000000001,High
70951,2021-10-15,2021-06-19,118,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,All Inclusive + EXC,USA,1643,1,91.63,2,1388,4766.8,148.34,4.3,2966.8,High
70952,2021-10-15,2021-07-04,103,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive,USA,1643,1,91.63,2,1388,4784.0,149.2,4.5,2984.0,High
70953,2021-10-15,2021-06-27,110,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board + EXC,USA,1643,1,91.63,2,1388,4575.8,138.79,4.4,2775.7999999999997,High
70954,2021-10-15,2021-07-17,90,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,Full Board + EXC,UK,1643,1,91.63,2,1388,4481.0,134.05,4.4,2681.0,High
70955,2021-10-15,2021-08-14,62,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,All Inclusive,Germany,1643,1,91.63,2,1388,4447.6,132.38,4.5,2647.6,High
70956,2021-10-15,2021-06-19,118,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,All Inclusive,USA,1643,1,91.63,1,1388,3287.1,148.71,4.6,1487.1000000000001,Medium
70957,2021-10-15,2021-05-09,159,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,Canada,1643,1,91.63,2,1388,4644.6,142.23,4.6,2844.6,High
70958,2021-10-15,2021-07-21,86,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,All Inclusive + EXC,Canada,1643,1,91.63,2,1388,4552.8,137.64,4.5,2752.7999999999997,High
70959,2021-10-15,2021-09-20,25,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,USA,1643,1,91.63,2,1388,4781.0,149.05,4.4,2981.0,High
70960,2021-10-15,2021-08-15,61,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Web,Full Board,USA,1643,1,91.63,2,1388,4460.8,133.04,4.2,2660.7999999999997,High
70961,2021-10-15,2021-07-03,104,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,USA,1643,2,91.63,4,1388,9821.6,155.54,4.5,6221.599999999999,High
70962,2021-10-15,2021-07-09,98,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board,USA,1643,1,91.63,1,1388,3141.9,134.19,4.3,1341.9,Medium
70963,2021-10-15,2021-09-10,35,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,All Inclusive,USA,1643,1,91.63,3,1388,5908.5,136.95,4.6,4108.5,High
70964,2021-10-15,2021-07-21,86,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board,Spain,1643,1,91.63,1,1388,3313.8,151.38,4.4,1513.8,Medium
70965,2021-10-15,2021-07-03,104,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive + EXC,USA,1643,1,91.63,1,1388,3282.5,148.25,4.6,1482.5,Medium
70966,2021-10-15,2021-08-10,66,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,France,1250,1,83.15,2,1458,1745.28,200.88,4.7,1205.28,Low
70967,2021-10-15,2021-08-03,73,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive,France,1250,1,83.15,1,1458,1128.03,196.01,4.8,588.03,Low
70968,2021-10-15,2021-06-12,125,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,Spain,1250,1,83.15,1,1458,1145.13,201.71,5.0,605.13,Low
70969,2021-10-15,2021-08-06,70,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,France,1250,1,83.15,1,1458,1144.83,201.61,4.9,604.83,Low
70970,2021-10-15,2021-08-01,75,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive + EXC,Canada,1250,1,83.15,2,1458,1815.42,212.57,5.0,1275.42,Low
