booking_id,travel_date,booking_date,lead_time_days,nights_of_stay,ship_name,company,route_type,suite_type,booking_source,package,guest_country,total_cabins,booked_cabins,cycle_occupancy_percentage,passengers_on_booking,total_crew,total_reservation_income_usd,average_daily_guest_spending_usd,satisfaction_score
51529,2020-10-02,2020-09-06,26,6,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,Germany,1250,1,95.78,1,1458,2309.76,204.96,5.0
51530,2020-10-02,2020-04-30,155,6,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive,UK,1250,1,95.78,2,1458,3507.96,202.33,4.9
51531,2020-10-02,2020-06-20,104,6,Disney Dream,Disney Cruise Line,Bahamas,Suite,Direct,Full Board,UK,1250,1,95.78,2,1458,3498.36,201.53,5.0
51532,2020-10-02,2020-06-26,98,6,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,Spain,1250,1,95.78,2,1458,3524.04,203.67,5.0
51533,2020-10-02,2020-07-08,86,6,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board + EXC,Spain,1250,2,95.78,4,1458,6985.2,201.05,5.0
51534,2020-10-02,2020-07-30,64,6,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,Italy,1250,1,95.78,1,1458,2271.0,198.5,4.6
51535,2020-10-02,2020-07-18,76,6,Disney Dream,Disney Cruise Line,Bahamas,Suite,Web,Full Board + EXC,USA,1250,1,95.78,2,1458,3630.0,212.5,4.9
51536,2020-10-02,2020-07-26,68,6,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive,Germany,1250,1,95.78,1,1458,2239.92,193.32,4.9
51537,2020-10-02,2020-08-19,44,6,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,Full Board,USA,1250,1,95.78,2,1458,3393.36,192.78,5.0
51538,2020-10-02,2020-07-21,73,6,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Direct,All Inclusive + EXC,Spain,1250,1,95.78,1,1458,2191.98,185.33,5.0
51539,2020-10-02,2020-07-02,92,6,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive + EXC,Germany,1250,1,95.78,1,1458,2393.1,218.85,5.0
51540,2020-10-02,2020-08-16,47,6,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive + EXC,UK,1250,2,95.78,2,1458,4804.8,220.4,4.8
51541,2020-10-02,2020-07-20,74,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive + EXC,Spain,2612,1,83.67,1,1688,1848.96,128.16,4.3
51542,2020-10-02,2020-08-12,51,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive,USA,2612,2,83.67,4,1688,5395.92,134.83,4.3
51543,2020-10-02,2020-08-02,61,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,Full Board,Mexico,2612,1,83.67,1,1688,1903.98,137.33,4.0
51544,2020-10-02,2020-05-27,128,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive,UK,2612,1,83.67,1,1688,1892.1,135.35,4.0
51545,2020-10-02,2020-06-25,99,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,Germany,2612,1,83.67,2,1688,2828.16,145.68,4.0
51546,2020-10-02,2020-05-31,124,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board,UK,2612,1,83.67,1,1688,1922.52,140.42,4.3
51547,2020-10-02,2020-04-22,163,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board + EXC,UK,2612,1,83.67,1,1688,1936.32,142.72,4.2
51548,2020-10-02,2020-07-24,70,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board,Mexico,2612,1,83.67,1,1688,1875.54,132.59,4.3
51549,2020-10-02,2020-06-27,97,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board + EXC,USA,2612,1,83.67,3,1688,3563.1,137.95,4.5
51550,2020-10-02,2020-05-31,124,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,Full Board + EXC,Germany,2612,1,83.67,1,1688,1888.5,134.75,4.3
51551,2020-10-02,2020-06-11,113,6,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,B2B,All Inclusive + EXC,Italy,2612,1,83.67,2,1688,2765.76,140.48,4.0
51552,2020-10-02,2020-07-06,88,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,Full Board + EXC,Germany,2612,2,83.67,4,1688,5709.6,147.9,4.4
51553,2020-10-02,2020-09-06,26,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive,UK,2612,1,83.67,1,1688,1918.8,139.8,4.2
51554,2020-10-02,2020-08-21,42,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive + EXC,Germany,2612,2,83.67,4,1688,5652.48,145.52,4.1
51555,2020-10-02,2020-08-13,50,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board,USA,2612,1,83.67,1,1688,1956.66,146.11,4.2
51556,2020-10-02,2020-05-26,129,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,UK,1646,2,96.02,2,1416,6566.94,184.83,4.8
51557,2020-10-02,2020-06-04,120,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,All Inclusive,UK,1646,1,96.02,2,1416,5149.98,196.11,4.6
51558,2020-10-02,2020-09-03,29,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive + EXC,USA,1646,1,96.02,2,1416,4798.44,176.58,4.7
51559,2020-10-02,2020-06-13,111,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive,UK,1646,2,96.02,4,1416,9762.12,181.17,4.7
51560,2020-10-02,2020-05-04,151,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,UK,1646,1,96.02,1,1416,3178.62,173.18,4.9
51561,2020-10-02,2020-07-30,64,9,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Web,All Inclusive,Spain,1646,2,96.02,4,1416,9411.12,171.42,4.5
51562,2020-10-02,2020-09-17,15,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board,USA,1646,1,96.02,1,1416,3118.23,166.47,4.7
51563,2020-10-02,2020-04-25,160,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,Full Board,USA,1646,1,96.02,2,1416,4718.7,172.15,4.7
51564,2020-10-02,2020-07-22,72,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board,Spain,1646,1,96.02,2,1416,4883.76,181.32,4.7
51565,2020-10-02,2020-09-12,20,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive,USA,1646,1,96.02,1,1416,3183.75,173.75,4.5
51566,2020-10-02,2020-06-21,103,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board + EXC,USA,1646,1,96.02,2,1416,4620.06,166.67,4.6
51567,2020-10-02,2020-07-06,88,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board,USA,1646,1,96.02,2,1416,4379.4,153.3,4.9
51568,2020-10-02,2020-06-16,108,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,UK,1646,1,96.02,2,1416,4545.0,162.5,4.8
51569,2020-10-02,2020-06-12,112,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive + EXC,USA,1646,1,96.02,1,1416,2980.8,151.2,4.7
51570,2020-10-02,2020-07-12,82,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,Full Board,USA,1646,1,96.02,2,1416,5022.18,189.01,4.7
51571,2020-10-02,2020-08-27,36,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,Full Board + EXC,Spain,1347,1,100.0,2,1253,8797.32,224.19,5.0
51572,2020-10-02,2020-07-08,86,14,Queen Mary 2,Cunard Line,Transatlantic,Suite,B2B,All Inclusive + EXC,UK,1347,1,100.0,2,1253,9247.56,240.27,4.9
51573,2020-10-02,2020-08-06,57,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,All Inclusive + EXC,USA,1347,1,100.0,1,1253,5848.92,237.78,4.9
51574,2020-10-02,2020-07-03,91,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,All Inclusive,USA,1347,1,100.0,1,1253,5539.94,215.71,4.9
51575,2020-10-02,2020-06-20,104,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,Full Board,Canada,1347,1,100.0,2,1253,8384.04,209.43,4.7
51576,2020-10-02,2020-08-30,33,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,Full Board,USA,1347,1,100.0,2,1253,8601.88,217.21,4.7
51577,2020-10-02,2020-07-08,86,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board,USA,1347,1,100.0,2,1253,9168.88,237.46,4.9
51578,2020-10-02,2020-09-09,23,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,Spain,1347,1,100.0,2,1253,8644.44,218.73,4.9
51579,2020-10-02,2020-07-28,66,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,All Inclusive,UK,1347,2,100.0,2,1253,10866.8,208.1,4.7
51580,2020-10-02,2020-08-24,39,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,Spain,1347,2,100.0,4,1253,16618.0,206.75,5.0
51581,2020-10-02,2020-06-25,99,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Direct,Full Board,UK,1347,1,100.0,3,1253,12070.8,227.4,4.7
51582,2020-10-02,2020-06-26,98,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,All Inclusive,Germany,1347,1,100.0,2,1253,8661.52,219.34,5.0
51583,2020-10-02,2020-06-09,115,14,Queen Mary 2,Cunard Line,Transatlantic,Suite,Web,All Inclusive + EXC,USA,1347,2,100.0,4,1253,16087.12,197.27,4.8
51584,2020-10-02,2020-05-27,128,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive,Canada,1347,1,100.0,1,1253,5673.36,225.24,4.8
51585,2020-10-02,2020-05-12,143,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board,Italy,1347,1,100.0,1,1253,5690.02,226.43,4.8
51586,2020-10-02,2020-08-06,57,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,UK,2732,1,97.93,2,1500,2579.64,124.97,4.0
51587,2020-10-02,2020-08-30,33,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,USA,2732,1,97.93,1,1500,1858.02,129.67,4.3
51588,2020-10-02,2020-06-12,112,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,Full Board + EXC,Spain,2732,1,97.93,1,1500,1893.9,135.65,4.6
51589,2020-10-02,2020-08-20,43,6,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,USA,2732,1,97.93,1,1500,1886.22,134.37,4.5
51590,2020-10-02,2020-07-12,82,6,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board + EXC,USA,2732,1,97.93,1,1500,1907.58,137.93,4.3
51591,2020-10-02,2020-06-13,111,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,Full Board + EXC,USA,2732,1,97.93,2,1500,2760.24,140.02,4.3
51592,2020-10-02,2020-05-29,126,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,Spain,2732,1,97.93,1,1500,1932.12,142.02,4.4
51593,2020-10-02,2020-07-17,77,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,USA,2732,1,97.93,1,1500,1826.16,124.36,4.4
51594,2020-10-02,2020-06-03,121,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,Germany,2732,1,97.93,2,1500,2773.2,141.1,4.2
51595,2020-10-02,2020-05-29,126,6,AIDAcosma,AIDA Cruises,Canarias,Interior,Direct,All Inclusive,USA,2732,1,97.93,1,1500,1794.54,119.09,4.3
51596,2020-10-02,2020-06-26,98,6,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board + EXC,UK,2732,1,97.93,1,1500,1874.04,132.34,4.5
51597,2020-10-02,2020-06-22,102,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,UK,2732,1,97.93,2,1500,2527.32,120.61,4.3
51598,2020-10-02,2020-08-27,36,6,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board,USA,2732,1,97.93,2,1500,2671.8,132.65,4.3
51599,2020-10-02,2020-07-20,74,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,Spain,2732,1,97.93,2,1500,2633.76,129.48,4.1
51600,2020-10-02,2020-08-04,59,6,AIDAcosma,AIDA Cruises,Canarias,Interior,Direct,All Inclusive + EXC,USA,2732,1,97.93,2,1500,2536.32,121.36,4.4
51601,2020-10-03,2020-07-14,81,5,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,France,2626,2,97.4,2,2138,3468.9,166.89,4.3
51602,2020-10-03,2020-06-29,96,5,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board + EXC,USA,2626,1,97.4,2,2138,2630.5,173.05,4.5
51603,2020-10-03,2020-08-07,57,5,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive,USA,2626,1,97.4,1,2138,1737.6,167.52,4.5
51604,2020-10-03,2020-06-08,117,5,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive + EXC,Germany,2626,1,97.4,1,2138,1804.4,180.88,4.3
51605,2020-10-03,2020-08-13,51,5,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,UK,2626,1,97.4,1,2138,1675.5,155.1,4.4
51606,2020-10-03,2020-05-20,136,5,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,Full Board,USA,2626,1,97.4,2,2138,2526.9,162.69,4.6
51607,2020-10-03,2020-08-18,46,5,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,Full Board,USA,2626,1,97.4,3,2138,3537.3,175.82,4.5
51608,2020-10-03,2020-08-06,58,5,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,Spain,2626,1,97.4,1,2138,1755.75,171.15,4.5
51609,2020-10-03,2020-05-23,133,5,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,Italy,2626,1,97.4,2,2138,2485.6,158.56,4.6
51610,2020-10-03,2020-07-05,90,5,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,All Inclusive,Spain,2626,1,97.4,1,2138,1704.5,160.9,4.4
51611,2020-10-03,2020-08-14,50,5,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,USA,2626,1,97.4,2,2138,2567.8,166.78,4.5
51612,2020-10-03,2020-08-15,49,5,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board + EXC,USA,2626,1,97.4,2,2138,2667.0,176.7,4.5
51613,2020-10-03,2020-08-10,54,5,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,USA,2626,1,97.4,1,2138,1755.4,171.08,4.5
51614,2020-10-03,2020-06-15,110,5,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,USA,2626,1,97.4,1,2138,1695.65,159.13,4.4
51615,2020-10-03,2020-07-19,76,5,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Web,Full Board,USA,2626,1,97.4,2,2138,2387.4,148.74,4.5
51616,2020-10-03,2020-08-16,48,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive,USA,2805,1,92.55,2,2350,3240.24,180.02,4.5
51617,2020-10-03,2020-07-07,88,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,Full Board,Spain,2805,1,92.55,1,2350,2288.1,201.35,4.7
51618,2020-10-03,2020-07-07,88,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,Full Board,Spain,2805,1,92.55,1,2350,2228.4,191.4,4.7
51619,2020-10-03,2020-06-14,111,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive,Germany,2805,1,92.55,3,2350,4596.48,195.36,4.7
51620,2020-10-03,2020-06-13,112,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,Full Board,USA,2805,1,92.55,1,2350,2192.64,185.44,4.5
51621,2020-10-03,2020-08-01,63,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,Full Board,USA,2805,1,92.55,3,2350,4724.46,202.47,4.6
51622,2020-10-03,2020-07-27,68,6,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Direct,Full Board,France,2805,1,92.55,2,2350,3297.48,184.79,4.9
51623,2020-10-03,2020-07-02,93,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive,Canada,2805,2,92.55,2,2350,4408.32,187.36,4.9
51624,2020-10-03,2020-09-13,20,6,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,Full Board,USA,2805,1,92.55,2,2350,3319.08,186.59,4.7
51625,2020-10-03,2020-08-07,57,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive + EXC,USA,2805,1,92.55,2,2350,3475.56,199.63,4.6
51626,2020-10-03,2020-07-11,84,6,Icon of the Seas,Royal Caribbean,Caribbean,Suite,Direct,Full Board,Canada,2805,1,92.55,1,2350,2163.36,180.56,4.8
51627,2020-10-03,2020-09-15,18,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Direct,All Inclusive + EXC,Spain,2805,1,92.55,1,2350,2201.46,186.91,4.9
51628,2020-10-03,2020-09-28,5,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive,Mexico,2805,1,92.55,2,2350,3288.6,184.05,4.9
51629,2020-10-03,2020-06-03,122,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,Full Board + EXC,USA,2805,1,92.55,2,2350,3616.44,211.37,5.0
51630,2020-10-03,2020-07-27,68,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive + EXC,USA,2805,1,92.55,1,2350,2294.1,202.35,4.8
51631,2020-10-03,2020-08-19,45,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,USA,1643,1,95.66,2,1388,3366.02,150.43,4.4
51632,2020-10-03,2020-07-04,91,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,Spain,1643,1,95.66,1,1388,2299.99,148.57,4.7
51633,2020-10-03,2020-04-08,178,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board,USA,1643,1,95.66,2,1388,3255.28,142.52,4.4
51634,2020-10-03,2020-07-31,64,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board + EXC,Canada,1643,2,95.66,4,1388,6650.28,147.51,4.3
51635,2020-10-03,2020-08-03,61,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,Spain,1643,1,95.66,2,1388,3203.9,138.85,4.3
51636,2020-10-03,2020-05-13,143,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive,USA,1643,1,95.66,2,1388,3403.26,153.09,4.6
51637,2020-10-03,2020-08-21,43,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,All Inclusive + EXC,USA,1643,1,95.66,2,1388,3267.32,143.38,4.4
51638,2020-10-03,2020-08-11,53,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,Full Board + EXC,USA,1643,1,95.66,2,1388,3091.9,130.85,4.4
51639,2020-10-03,2020-06-25,100,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board,Italy,1643,1,95.66,1,1388,2180.36,131.48,4.6
51640,2020-10-03,2020-08-19,45,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board + EXC,Spain,1643,1,95.66,1,1388,2286.13,146.59,4.5
51641,2020-10-03,2020-07-22,73,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,All Inclusive + EXC,USA,1643,1,95.66,1,1388,2298.45,148.35,4.7
51642,2020-10-03,2020-06-12,113,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive + EXC,France,1643,2,95.66,4,1388,6851.6,154.7,4.5
51643,2020-10-03,2020-07-30,65,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board,Germany,1643,1,95.66,2,1388,3439.1,155.65,4.3
51644,2020-10-03,2020-05-24,132,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,Spain,1643,1,95.66,1,1388,2192.89,133.27,4.5
51645,2020-10-03,2020-08-12,52,7,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive + EXC,Mexico,1643,1,95.66,2,1388,3465.84,157.56,4.5
51646,2020-10-03,2020-09-28,5,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,All Inclusive,USA,1250,1,100.0,2,1458,2291.68,196.46,5.0
51647,2020-10-03,2020-06-09,116,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board,France,1250,1,100.0,1,1458,1570.04,212.51,4.7
51648,2020-10-03,2020-07-20,75,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,USA,1250,1,100.0,1,1458,1527.76,201.94,4.9
51649,2020-10-03,2020-06-15,110,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,USA,1250,1,100.0,2,1458,2331.36,201.42,4.9
51650,2020-10-03,2020-09-01,32,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,Germany,1250,1,100.0,2,1458,2155.2,179.4,5.0
51651,2020-10-03,2020-07-18,77,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive + EXC,USA,1250,1,100.0,2,1458,2382.0,207.75,4.8
51652,2020-10-03,2020-07-19,76,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,Spain,1250,1,100.0,2,1458,2474.4,219.3,5.0
51653,2020-10-03,2020-08-08,56,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,All Inclusive,USA,1250,1,100.0,1,1458,1537.64,204.41,4.9
51654,2020-10-03,2020-06-28,97,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,Germany,1250,1,100.0,2,1458,2322.56,200.32,4.9
51655,2020-10-03,2020-06-24,101,4,Disney Dream,Disney Cruise Line,Bahamas,Suite,Direct,All Inclusive,Mexico,1250,2,100.0,2,1458,2968.32,191.04,4.9
51656,2020-10-03,2020-06-09,116,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,Full Board + EXC,Spain,1250,1,100.0,2,1458,2404.24,210.53,5.0
51657,2020-10-03,2020-06-11,114,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,Full Board,Canada,1250,1,100.0,2,1458,2423.84,212.98,4.9
51658,2020-10-03,2020-07-16,79,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,All Inclusive + EXC,USA,1250,2,100.0,4,1458,4466.88,189.18,5.0
51659,2020-10-03,2020-06-16,109,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,USA,1250,1,100.0,2,1458,2393.36,209.17,4.8
51660,2020-10-03,2020-08-10,54,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,Full Board + EXC,USA,1250,1,100.0,2,1458,2402.96,210.37,4.8
51661,2020-10-03,2020-09-21,12,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board,USA,2612,1,90.59,2,1688,3749.44,144.34,4.0
51662,2020-10-03,2020-06-26,99,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board,USA,2612,2,90.59,4,1688,7291.52,137.86,4.4
51663,2020-10-03,2020-06-14,111,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board,USA,2612,1,90.59,1,1688,2567.44,140.93,4.2
51664,2020-10-03,2020-05-04,152,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,Full Board + EXC,USA,2612,1,90.59,2,1688,3650.88,138.18,4.3
51665,2020-10-03,2020-08-20,44,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board + EXC,USA,2612,1,90.59,1,1688,2504.08,133.01,4.1
51666,2020-10-03,2020-07-04,91,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive + EXC,Spain,2612,1,90.59,1,1688,2538.4,137.3,4.1
51667,2020-10-03,2020-06-15,110,8,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,Full Board,USA,2612,2,90.59,4,1688,7281.28,137.54,4.1
51668,2020-10-03,2020-07-18,77,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,Full Board + EXC,Germany,2612,1,90.59,2,1688,3761.6,145.1,4.2
51669,2020-10-03,2020-07-14,81,8,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,B2B,All Inclusive + EXC,USA,2612,1,90.59,2,1688,3688.48,140.53,4.0
51670,2020-10-03,2020-06-28,97,8,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,Web,All Inclusive + EXC,Spain,2612,1,90.59,2,1688,3362.56,120.16,4.3
51671,2020-10-03,2020-07-03,92,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board,USA,2612,1,90.59,2,1688,3912.8,154.55,4.5
51672,2020-10-03,2020-08-15,49,8,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,All Inclusive,Spain,2612,1,90.59,2,1688,3702.4,141.4,4.0
51673,2020-10-03,2020-07-03,92,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,Full Board + EXC,UK,2612,1,90.59,1,1688,2597.92,144.74,4.3
51674,2020-10-03,2020-07-15,80,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,Full Board,France,2612,1,90.59,1,1688,2608.16,146.02,4.3
51675,2020-10-03,2020-07-29,66,8,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,Full Board,Germany,2612,2,90.59,2,1688,5088.64,138.04,4.4
51676,2020-10-03,2020-08-02,62,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board + EXC,UK,1646,1,90.59,2,1416,4960.8,158.04,4.9
51677,2020-10-03,2020-04-02,184,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board + EXC,Italy,1646,1,90.59,2,1416,5005.6,160.28,4.7
51678,2020-10-03,2020-06-18,107,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,UK,1646,2,90.59,4,1416,10748.0,178.7,4.8
51679,2020-10-03,2020-06-17,108,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,Full Board,UK,1646,2,90.59,4,1416,11191.2,189.78,4.8
